title,budget,budget_squared,revenue,runtime,vote_average,year,main_genre
The Proposition,2000000,4000000000000,5048693,104.0,7.1,2005,Action
Marci X,20000000,400000000000000,1675706,84.0,3.3,2003,Comedy
Equilibrium,20000000,400000000000000,5359645,107.0,6.9,2002,Action
The Children of Huang Shi,40000000,1600000000000000,7400000,125.0,6.5,2008,Drama
By the Sea,10000000,100000000000000,3727746,122.0,5.4,2015,Drama
Rapa Nui,20000000,400000000000000,305070,107.0,6.2,1994,Adventure
Dylan Dog: Dead of Night,20000000,400000000000000,4634062,107.0,4.5,2011,Action
The Tempest,20000000,400000000000000,346594,110.0,6.0,2010,Drama
The Frozen Ground,27220000,740928400000000,5496951,105.0,6.1,2013,Thriller
Dances with Wolves,22000000,484000000000000,424208848,181.0,7.6,1990,Adventure
Bad Teacher,20000000,400000000000000,216197492,92.0,5.4,2011,Comedy
Sea of Love,19000000,361000000000000,110879513,113.0,6.7,1989,Drama
A Cinderella Story,19000000,361000000000000,70067909,95.0,6.1,2004,Comedy
Scream,14000000,196000000000000,173046663,111.0,7.0,1996,Crime
The Shining,19000000,361000000000000,44017374,144.0,8.1,1980,Horror
Back to the Future,19000000,361000000000000,381109762,116.0,8.0,1985,Adventure
House on Haunted Hill,19000000,361000000000000,40846082,93.0,5.5,1999,Horror
The Switch,19000000,361000000000000,49830607,101.0,5.9,2010,Comedy
Just Married,18000000,324000000000000,101564935,95.0,5.3,2003,Comedy
The Devil's Double,19100000,364810000000000,5728213,109.0,6.5,2011,Drama
The Crazies,20000000,400000000000000,54956140,101.0,6.2,2010,Mystery
Spirited Away,15000000,225000000000000,274925095,125.0,8.3,2001,Fantasy
The Bounty,25000000,625000000000000,8613462,132.0,6.5,1984,Action
Sex Drive,19000000,361000000000000,18755936,109.0,6.0,2008,Comedy
Leap Year,19000000,361000000000000,29922472,100.0,6.4,2010,Romance
The Fall of the Roman Empire,19000000,361000000000000,4750000,188.0,6.0,1964,Drama
Take Me Home Tonight,19000000,361000000000000,6928068,97.0,6.2,2011,Comedy
The Nutcracker,19000000,361000000000000,2119994,93.0,5.6,1993,Family
The Amityville Horror,19000000,361000000000000,108047131,90.0,6.0,2005,Horror
Adaptation.,19000000,361000000000000,32801173,114.0,7.3,2002,Comedy
Land of the Dead,15000000,225000000000000,46770602,93.0,6.0,2005,Horror
Fear and Loathing in Las Vegas,18500000,342250000000000,10680275,118.0,7.2,1998,Adventure
The Invention of Lying,18500000,342250000000000,31912793,100.0,6.0,2009,Comedy
Neighbors,18000000,324000000000000,268157400,96.0,6.2,2014,Comedy
The Mask,23000000,529000000000000,351583407,101.0,6.6,1994,Romance
Big,18000000,324000000000000,151668774,104.0,6.9,1988,Fantasy
Borat: Cultural Learnings of America for Make Benefit Glorious Nation of Kazakhstan,18000000,324000000000000,261572744,82.0,6.5,2006,Comedy
Legally Blonde,18000000,324000000000000,141774679,96.0,6.1,2001,Comedy
Star Trek III: The Search for Spock,18000000,324000000000000,87000000,105.0,6.4,1984,Science Fiction
The Exorcism of Emily Rose,19000000,361000000000000,144216468,122.0,6.3,2005,Crime
Deuce Bigalow: Male Gigolo,17000000,289000000000000,65535067,88.0,5.5,1999,Comedy
Left Behind,16000000,256000000000000,19682924,110.0,3.7,2014,Thriller
Barbershop 2:  Back in Business,18000000,324000000000000,65070412,106.0,5.6,2004,Comedy
Bad Santa,23000000,529000000000000,76488889,91.0,6.5,2003,Drama
Austin Powers: International Man of Mystery,16500000,272250000000000,67683989,94.0,6.5,1997,Science Fiction
My Big Fat Greek Wedding 2,18000000,324000000000000,88923251,94.0,5.5,2016,Romance
Diary of a Wimpy Kid: Rodrick Rules,21000000,441000000000000,72417394,99.0,6.3,2011,Family
Predator,18000000,324000000000000,98235548,107.0,7.3,1987,Science Fiction
Amadeus,18000000,324000000000000,51973029,160.0,7.8,1984,Drama
Mean Girls,17000000,289000000000000,129042871,97.0,6.9,2004,Comedy
Gosford Park,19800000,392040000000000,87754044,137.0,6.8,2001,Drama
Peggy Sue Got Married,18000000,324000000000000,41382841,103.0,5.9,1986,Comedy
Birdman,18000000,324000000000000,103215094,119.0,7.4,2014,Drama
Blue Jasmine,18000000,324000000000000,99206215,98.0,7.0,2013,Comedy
United 93,15000000,225000000000000,76286096,111.0,6.9,2006,Drama
Honey,18000000,324000000000000,62646763,94.0,6.0,2003,Romance
The Fog,1000000,1000000000000,21378361,89.0,6.4,1980,Horror
Soul Surfer,18000000,324000000000000,47088990,106.0,6.9,2011,Action
Catch-22,18000000,324000000000000,24911670,121.0,6.7,1970,War
Conan the Destroyer,18000000,324000000000000,100000000,103.0,5.8,1984,Adventure
Raging Bull,18000000,324000000000000,23000000,129.0,7.7,1980,Drama
Love Happens,18000000,324000000000000,36133014,109.0,5.6,2009,Drama
127 Hours,18000000,324000000000000,35692920,94.0,7.0,2010,Adventure
Center Stage,18000000,324000000000000,17200925,115.0,6.8,2000,Drama
Love the Coopers,17000000,289000000000000,24000000,107.0,5.4,2015,Comedy
Catch That Kid,18000000,324000000000000,16702864,92.0,4.9,2004,Family
Steve Jobs,30000000,900000000000000,34441873,122.0,6.8,2015,Drama
The Legend of the Lone Ranger,18000000,324000000000000,2945600,98.0,3.7,1981,Action
The Tailor of Panama,21000000,441000000000000,28008462,109.0,6.2,2001,Drama
Blow Out,18000000,324000000000000,12000000,108.0,7.3,1981,Drama
Getaway,18000000,324000000000000,10501938,90.0,4.9,2013,Action
The Ice Storm,18000000,324000000000000,8038061,112.0,6.9,1997,Drama
And So It Goes,18000000,324000000000000,25312387,94.0,5.7,2014,Comedy
Nine 1/2 Weeks,17000000,289000000000000,6735922,117.0,5.8,1986,Drama
Dragonslayer,18000000,324000000000000,14110013,108.0,6.5,1981,Fantasy
Ed Wood,18000000,324000000000000,5887457,127.0,7.3,1994,Comedy
Labor Day,18000000,324000000000000,20275812,111.0,6.7,2013,Drama
Mongol: The Rise of Genghis Khan,18000000,324000000000000,26527510,120.0,6.5,2007,History
RockNRolla,18000000,324000000000000,25739015,114.0,6.9,2008,Action
Mao's Last Dancer,25000000,625000000000000,20719451,117.0,6.8,2009,Drama
Midnight Special,18000000,324000000000000,6212282,112.0,6.2,2016,Adventure
The Railway Man,18000000,324000000000000,22309223,116.0,6.7,2013,Drama
The Wraith,2700000,7290000000000,3500000,93.0,5.9,1986,Romance
Salton Sea,18000000,324000000000000,676698,103.0,7.0,2002,Drama
Metallica: Through the Never,18000000,324000000000000,7972967,93.0,6.7,2013,Music
The Informers,18000000,324000000000000,382174,98.0,4.4,2008,Drama
Carlos,18000000,324000000000000,871279,338.0,6.7,2010,Crime
Day of the Dead,3500000,12250000000000,34000000,96.0,6.9,1985,Horror
Renaissance,18000000,324000000000000,1831348,105.0,6.7,2006,Action
Red Sonja,17900000,320410000000000,6948633,89.0,5.0,1985,Adventure
Red Lights,14000000,196000000000000,13551174,119.0,6.0,2012,Thriller
Superbad,20000000,400000000000000,121463226,113.0,7.0,2007,Comedy
Step Up 2: The Streets,23000000,529000000000000,150816700,98.0,6.5,2008,Music
Hoodwinked!,15000000,225000000000000,51053787,80.0,5.9,2005,Animation
Hotel Rwanda,17500000,306250000000000,38000000,121.0,7.5,2004,Drama
Hitman,24000000,576000000000000,99965753,89.0,5.9,2007,Action
Black Nativity,17500000,306250000000000,7018189,93.0,5.8,2013,Drama
The Prince,18000000,324000000000000,266586800,93.0,4.6,2014,Thriller
Aliens,18500000,342250000000000,183316455,137.0,7.7,1986,Horror
My Fair Lady,17000000,289000000000000,72070731,170.0,7.4,1964,Drama
I Know What You Did Last Summer,17000000,289000000000000,125586134,100.0,5.6,1997,Horror
Let's Be Cops,17000000,289000000000000,136621271,104.0,6.4,2014,Comedy
Sideways,16000000,256000000000000,109502303,126.0,6.9,2004,Comedy
Beerfest,17500000,306250000000000,19179969,110.0,5.8,2006,Comedy
Halloween,300000,90000000000,70000000,91.0,7.4,1978,Horror
The Best Man Holiday,17000000,289000000000000,71625195,123.0,6.7,2013,Comedy
Smokin' Aces,17000000,289000000000000,57103895,109.0,6.4,2006,Action
Saw: The Final Chapter,20000000,400000000000000,136150434,90.0,5.8,2010,Horror
A Night at the Roxbury,17000000,289000000000000,30331165,81.0,5.9,1998,Comedy
Beastly,17000000,289000000000000,43165571,86.0,6.0,2011,Drama
The Hills Have Eyes,15000000,225000000000000,69623713,107.0,6.1,2006,Horror
ATL,20000000,400000000000000,21170563,105.0,6.0,2006,Drama
Pitch Perfect,17000000,289000000000000,115350426,112.0,7.3,2012,Comedy
Summer Catch,34000000,1156000000000000,19693891,108.0,4.8,2001,Drama
Brooklyn's Finest,17000000,289000000000000,29536299,133.0,6.2,2009,Crime
55 Days at Peking,17000000,289000000000000,10000000,154.0,6.3,1963,Action
Evil Dead,17000000,289000000000000,97542952,91.0,6.4,2013,Horror
My Life in Ruins,17000000,289000000000000,20455276,95.0,5.6,2009,Comedy
American Dreamz,17000000,289000000000000,7314027,107.0,4.9,2006,Comedy
Superman IV: The Quest for Peace,17000000,289000000000000,19300000,90.0,4.1,1987,Action
Running Scared,17000000,289000000000000,9500000,122.0,7.0,2006,Action
The Illusionist,40000000,1600000000000000,86915017,110.0,7.1,2006,Fantasy
Roar,17000000,289000000000000,2000000,102.0,5.6,1981,Adventure
Veronica Guerin,17000000,289000000000000,1569918,98.0,6.8,2003,Drama
Escobar: Paradise Lost,17000000,289000000000000,3758328,120.0,6.1,2014,Thriller
Southland Tales,17000000,289000000000000,374743,144.0,5.2,2006,Action
Damnation Alley,17000000,289000000000000,8720000,91.0,5.0,1977,Action
The Apparition,17000000,289000000000000,9627492,82.0,4.5,2012,Horror
Fur: An Imaginary Portrait of Diane Arbus,16800000,282240000000000,2281089,122.0,5.8,2006,Drama
Wall Street,15000000,225000000000000,43848069,126.0,7.0,1987,Crime
Sense and Sensibility,16500000,272250000000000,135000000,136.0,7.2,1995,Drama
Becoming Jane,16500000,272250000000000,37311672,120.0,6.9,2007,Drama
Sydney White,16500000,272250000000000,13620075,108.0,6.0,2007,Comedy
House of Sand and Fog,16500000,272250000000000,16942795,126.0,7.0,2003,Drama
Dead Poets Society,16400000,268960000000000,235860116,129.0,8.1,1989,Drama
Dumb and Dumber,16000000,256000000000000,247275374,107.0,6.5,1994,Comedy
When Harry Met Sally...,16000000,256000000000000,92823546,96.0,7.3,1989,Comedy
The Verdict,16000000,256000000000000,53977250,129.0,7.4,1982,Drama
Road Trip,16000000,256000000000000,119754278,93.0,5.9,2000,Comedy
The Artist,15000000,225000000000000,133432856,100.0,7.3,2011,Drama
The Unborn,16000000,256000000000000,76514050,87.0,4.8,2009,Horror
Moonrise Kingdom,16000000,256000000000000,68263166,94.0,7.6,2012,Comedy
The Young Messiah,18500000,342250000000000,6490401,120.0,6.4,2016,Drama
Pan's Labyrinth,19000000,361000000000000,83258226,118.0,7.6,2006,Fantasy
Baby Boy,16000000,256000000000000,29381649,130.0,7.4,2001,Crime
The Roommate,16000000,256000000000000,40492759,91.0,5.3,2011,Thriller
Joe Dirt,17700000,313290000000000,30987695,91.0,5.5,2001,Mystery
Double Impact,15000000,225000000000000,30102717,110.0,5.3,1991,Thriller
Hot Fuzz,12000000,144000000000000,80573774,121.0,7.4,2007,Crime
The Women,16000000,256000000000000,50007546,114.0,4.6,2008,Comedy
Vicky Cristina Barcelona,15000000,225000000000000,96408652,96.0,6.7,2008,Drama
Boys and Girls,16000000,256000000000000,20627372,94.0,5.4,2000,Comedy
Jennifer's Body,16000000,256000000000000,31556061,100.0,5.3,2009,Comedy
Drowning Mona,16000000,256000000000000,15427192,96.0,5.4,2000,Comedy
My Stepmother is an Alien,20000000,400000000000000,13854000,108.0,5.3,1988,Comedy
Philadelphia,26000000,676000000000000,206678440,125.0,7.6,1993,Drama
The Thirteenth Floor,16000000,256000000000000,18564088,100.0,6.8,1999,Thriller
The Cookout,16000000,256000000000000,12,97.0,4.6,2004,Comedy
Detroit Rock City,6500000,42250000000000,4217115,95.0,6.7,1999,Comedy
Highlander,16000000,256000000000000,5900000,116.0,6.8,1986,Adventure
Things We Lost in the Fire,16000000,256000000000000,2849142,113.0,6.7,2007,Drama
Steel,16000000,256000000000000,1686429,97.0,4.3,1997,Science Fiction
The Immigrant,16000000,256000000000000,5867686,117.0,6.2,2013,Drama
Trance,20000000,400000000000000,24261569,101.0,6.5,2013,Thriller
Soul Plane,16000000,256000000000000,14822346,86.0,4.7,2004,Romance
Welcome to the Sticks,11000000,121000000000000,53191886,106.0,6.8,2008,Comedy
Enter the Void,13000000,169000000000000,754249,161.0,7.2,2009,Fantasy
Hachi: A Dog's Tale,16000000,256000000000000,47801389,93.0,7.7,2009,Drama
The Homesman,16000000,256000000000000,3442853,122.0,6.4,2014,Western
Slow Burn,15500000,240250000000000,1237615,93.0,5.5,2005,Mystery
Beverly Hills Cop,15000000,225000000000000,316360478,105.0,6.8,1984,Action
Home Alone,18000000,324000000000000,476684675,103.0,7.1,1990,Comedy
Tootsie,21000000,441000000000000,177200000,116.0,6.9,1982,Comedy
Top Gun,15000000,225000000000000,356830601,110.0,6.7,1986,Action
"Crouching Tiger, Hidden Dragon",17000000,289000000000000,213525736,120.0,7.2,2000,Adventure
American Beauty,15000000,225000000000000,356296601,122.0,7.9,1999,Drama
The King's Speech,15000000,225000000000000,414211549,118.0,7.6,2010,Drama
Twins,15000000,225000000000000,216614388,107.0,5.7,1988,Comedy
The Yellow Handkerchief,15000000,225000000000000,317000,102.0,6.4,2008,Drama
The Color Purple,15000000,225000000000000,146292009,154.0,7.7,1985,Drama
Tidal Wave,16000000,256000000000000,11301649,120.0,6.5,2009,Action
The Imitation Game,14000000,196000000000000,233555708,113.0,8.0,2014,History
Coal Miner's Daughter,15000000,225000000000000,67182787,125.0,7.2,1980,Drama
Diary of a Wimpy Kid,15000000,225000000000000,75700498,92.0,5.9,2010,Comedy
Mama,15000000,225000000000000,146497771,100.0,6.0,2013,Horror
National Lampoon's Vacation,15000000,225000000000000,61399552,98.0,7.1,1983,Comedy
Bad Grandpa,15000000,225000000000000,151831537,92.0,6.0,2013,Comedy
The Queen,15000000,225000000000000,123384128,103.0,6.8,2006,Drama
Beetlejuice,15000000,225000000000000,73326666,92.0,7.1,1988,Fantasy
Why Did I Get Married?,15000000,225000000000000,55184721,113.0,6.1,2007,Comedy
The Woman in Black,17000000,289000000000000,127730736,95.0,6.1,2012,Drama
When a Stranger Calls,15000000,225000000000000,66966987,87.0,5.4,2006,Horror
Big Fat Liar,15000000,225000000000000,52970014,88.0,5.6,2002,Comedy
The Deer Hunter,15000000,225000000000000,50000000,183.0,7.8,1978,Drama
Wag the Dog,15000000,225000000000000,64256513,97.0,6.7,1997,Comedy
The Lizzie McGuire Movie,17000000,289000000000000,55534455,94.0,5.7,2003,Family
Snitch,35000000,1225000000000000,42930462,112.0,5.8,2013,Thriller
Krampus,15000000,225000000000000,61548707,98.0,5.9,2015,Horror
The Faculty,15000000,225000000000000,40283321,104.0,6.2,1998,Horror
Cop Land,15000000,225000000000000,44862187,104.0,6.6,1997,Action
Not Another Teen Movie,16000000,256000000000000,66468332,89.0,5.5,2001,Comedy
End of Watch,7000000,49000000000000,48126384,109.0,7.2,2012,Crime
The Skulls,15000000,225000000000000,35007180,106.0,5.8,2000,Crime
The Theory of Everything,15000000,225000000000000,123726688,123.0,7.8,2014,Drama
Where the Heart Is,15000000,225000000000000,33771174,120.0,6.9,2000,Comedy
Lawrence of Arabia,15000000,225000000000000,69995385,216.0,7.8,1962,Adventure
Halloween II,15000000,225000000000000,39421467,105.0,5.1,2009,Horror
Wild,15000000,225000000000000,52501541,115.0,7.0,2014,Drama
The Last House on the Left,15000000,225000000000000,32721635,110.0,6.2,2009,Crime
The Wedding Date,15000000,225000000000000,47175038,88.0,6.2,2005,Comedy
Halloween: Resurrection,13000000,169000000000000,37664855,94.0,4.5,2002,Horror
The Princess Bride,16000000,256000000000000,30857814,98.0,7.6,1987,Adventure
The Great Debaters,15000000,225000000000000,30226144,126.0,6.9,2007,Drama
Drive,15000000,225000000000000,78054825,100.0,7.4,2011,Drama
Confessions of a Teenage Drama Queen,15000000,225000000000000,29331068,89.0,5.1,2004,Comedy
The Object of My Affection,15000000,225000000000000,46905889,111.0,5.6,1998,Comedy
28 Weeks Later,15000000,225000000000000,64238440,100.0,6.5,2007,Horror
When the Game Stands Tall,15000000,225000000000000,30127963,115.0,6.3,2014,Drama
Because of Winn-Dixie,14000000,196000000000000,32645546,106.0,6.1,2005,Comedy
Love & Basketball,20000000,400000000000000,27728118,124.0,7.4,2000,Action
All About Steve,15000000,225000000000000,40105542,99.0,4.7,2009,Comedy
The Craft,15000000,225000000000000,24769466,101.0,6.3,1996,Drama
Match Point,15000000,225000000000000,85306374,124.0,7.3,2005,Drama
The Remains of the Day,11500000,132250000000000,23237911,134.0,7.5,1993,Drama
Boogie Nights,15000000,225000000000000,43101594,155.0,7.5,1997,Drama
Flicka,15000000,225000000000000,21000000,95.0,6.1,2006,Drama
Urban Legends: Final Cut,14000000,196000000000000,38574362,97.0,4.4,2000,Horror
The Marine,20000000,400000000000000,22165608,92.0,5.0,2006,Action
Keanu,15000000,225000000000000,20566327,94.0,6.0,2016,Action
Country Strong,15000000,225000000000000,20529194,117.0,5.9,2010,Drama
Disturbing Behavior,15000000,225000000000000,17507368,84.0,5.5,1998,Mystery
The Place Beyond the Pines,15000000,225000000000000,35485608,140.0,6.8,2013,Drama
The November Man,15000000,225000000000000,32556119,108.0,6.0,2014,Crime
The Hurt Locker,15000000,225000000000000,42000000,131.0,7.2,2008,Drama
Firestarter,15000000,225000000000000,17080167,114.0,5.9,1984,Fantasy
Killing Them Softly,15000000,225000000000000,37930465,97.0,5.8,2012,Crime
A Most Wanted Man,15000000,225000000000000,31554855,121.0,6.5,2014,Thriller
U2 3D,15000000,225000000000000,22730842,85.0,6.7,2007,Music
Highlander: Endgame,25000000,625000000000000,15843608,87.0,4.4,2000,Action
One Day,15000000,225000000000000,59389433,107.0,7.0,2011,Drama
Whip It,15000000,225000000000000,16633035,111.0,6.7,2009,Drama
Knockaround Guys,15000000,225000000000000,12000000,92.0,5.9,2001,Crime
The Man with the Iron Fists,15000000,225000000000000,15608545,96.0,5.2,2012,Action
Home Fries,15000000,225000000000000,10443316,93.0,4.8,1998,Drama
Raise Your Voice,15000000,225000000000000,14867514,103.0,6.0,2004,Music
The Big Lebowski,15000000,225000000000000,46189568,117.0,7.8,1998,Comedy
Black Snake Moan,15000000,225000000000000,10903846,116.0,6.6,2006,Drama
Dark Blue,15000000,225000000000000,9237470,118.0,6.5,2002,Action
A Mighty Heart,16000000,256000000000000,18928871,100.0,6.7,2007,Drama
Whatever It Takes,15000000,225000000000000,9902115,94.0,5.0,2000,Drama
Boat Trip,20000000,400000000000000,8586376,94.0,4.7,2002,Comedy
In Bruges,15000000,225000000000000,34533783,107.0,7.4,2008,Comedy
The Rocker,15000000,225000000000000,8762890,102.0,5.6,2008,Comedy
Post Grad,15000000,225000000000000,6405245,89.0,5.0,2009,Comedy
Promised Land,15000000,225000000000000,8138788,106.0,6.0,2012,Drama
